Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
9,0.5,3,-,1,24,0.75,-29,-,1,0,0
57,0.25,21,R-skew,2,38,0.4,24,-,1,1,1
20,0.1,-12,-,1,22,0.01,-11,R-skew,2,0,1
93,0.05,-1,Symm,7,19,0.75,-45,R-skew,3,0,0
24,0.95,-11,R-skew,2,63,0.4,-7,Symm,3,0,1
73,0.6,-49,-,1,24,0.8,22,R-skew,5,0,0
59,0.5,-11,-,1,154,0.2,-10,-,1,0,0
-7,1,-7,-,1,75,0.01,2,-,1,0,1
22,0.75,-46,-,1,94,0.05,-6,-,1,0,0
11,1,11,-,1,47,0.5,-38,-,1,0,0
1,0.6,-7,Symm,3,52,0.1,-10,-,1,0,0
204,0.2,-26,-,1,53,0.5,-25,L-skew,4,0,0
47,0.1,16,L-skew,5,15,0.95,-35,-,1,0,0
30,1,30,-,1,110,0.4,-12,L-skew,7,0,0
32,0.4,-15,L-skew,5,-2,0.95,-21,-,1,0,0
22,1,22,-,1,60,0.5,-13,-,1,0,1
33,0.6,16,-,1,84,0.1,8,-,1,0,0
53,0.01,1,-,1,19,0.5,-17,-,1,0,0
31,0.9,13,-,1,53,0.25,18,R-skew,5,0,0
25,1,25,-,1,44,0.4,7,Symm,7,0,0
54,0.1,-3,-,1,18,0.8,-47,-,1,0,0
13,1,13,-,1,58,0.2,-4,-,1,0,1
15,0.6,-23,-,1,0,1,0,Symm,7,0,0
8,1,8,-,1,6,0.9,-8,-,1,0,0
-1,0.1,-11,R-skew,8,16,0.1,-15,-,1,0,0
20,1,20,-,1,92,0.1,14,Symm,5,0,0
26,1,26,-,1,81,0.01,24,-,1,0,0
1,1,1,Symm,7,62,0.05,-0,-,1,0,1
6,1,6,-,1,13,0.01,3,L-skew,3,0,0
27,0.6,-43,-,1,3,0.8,-29,-,1,1,0
95,0.1,12,-,1,29,0.6,9,-,1,0,0
-7,1,-7,-,1,22,0.05,-19,-,1,0,0
-1,0.05,-9,-,1,32,0.2,-18,Symm,3,-1,0
80,0.01,-5,L-skew,3,-8,0.6,-15,Symm,7,0,0
55,0.01,-8,-,1,44,0.1,-17,Symm,3,0,0
0,1,0,-,1,104,0.25,-36,Symm,9,0,0
12,1,12,-,1,68,0.05,11,-,1,0,0
6,1,6,-,1,11,0.2,11,R-skew,3,0,1
24,1,24,-,1,30,0.4,13,-,1,0,0
29,1,29,-,1,34,0.75,9,R-skew,7,0,1
20,1,20,L-skew,5,66,0.1,6,-,1,0,0
14,0.1,-3,-,1,3,0.6,-6,R-skew,2,0,1
15,1,15,-,1,23,0.6,15,-,1,0,0
7,1,7,-,1,22,0.4,7,Symm,9,0,1
18,1,18,-,1,19,0.4,14,-,1,0,0
20,1,20,-,1,28,0.25,3,-,1,0,0
-10,1,-10,-,1,22,0.5,-23,-,1,0,1
11,0.95,-31,-,1,87,0.4,-50,-,1,0,0
57,0.05,13,Symm,9,37,0.2,9,L-skew,5,0,1
69,0.05,-0,-,1,12,0.6,-5,-,1,0,0
5,1,5,-,1,74,0.25,-7,Symm,5,0,0
16,1,16,-,1,95,0.01,14,Symm,5,0,1
29,0.8,-11,-,1,65,0.05,14,-,1,1,1
19,0.1,-4,-,1,17,0.05,-8,R-skew,2,0,1
12,0.4,-10,-,1,-7,0.8,-8,Symm,3,0,0
91,0.25,-10,L-skew,6,15,0.75,8,-,1,0,0
8,0.2,-8,-,1,80,0.25,-31,-,1,0,0
11,1,11,-,1,38,0.1,9,Symm,3,0,1
20,1,20,-,1,63,0.05,23,-,1,0,0
15,1,15,-,1,33,0.4,-6,-,1,0,1
80,0.01,24,-,1,53,0.5,-4,-,1,0,0
-10,1,-10,-,1,22,0.5,-37,-,1,0,0
28,1,28,-,1,76,0.4,12,Symm,9,0,0
0,1,0,-,1,30,0.6,-42,Symm,5,0,0
113,0.4,-42,L-skew,6,97,0.25,-11,L-skew,6,0,0
91,0.05,-9,-,1,1,0.05,-13,Symm,9,1,1
55,0.05,9,Symm,9,13,0.95,-13,-,1,0,0
36,0.25,28,-,1,48,0.8,-42,-,1,0,0
32,0.8,-38,Symm,7,16,0.99,-42,-,1,0,1
30,1,30,-,1,41,0.4,19,-,1,0,1
51,0.5,-47,-,1,29,0.01,7,Symm,9,0,0
48,0.1,28,-,1,41,0.75,-14,R-skew,6,0,0
147,0.25,-9,-,1,38,0.4,21,Symm,9,0,0
43,0.1,-0,L-skew,3,9,0.95,-1,Symm,3,0,0
24,1,24,-,1,131,0.2,-11,-,1,0,1
48,0.75,-32,R-skew,5,71,0.5,-24,R-skew,4,0,0
1,0.6,-6,Symm,7,-2,1,-2,Symm,7,0,0
5,0.1,-1,R-skew,8,35,0.05,-5,-,1,0,0
-3,1,-3,-,1,16,0.25,-21,Symm,3,0,0
25,1,25,-,1,59,0.25,11,Symm,3,0,0
-4,1,-4,-,1,75,0.01,-4,-,1,0,1
13,0.99,-26,-,1,12,0.99,-4,Symm,7,0,0
45,0.2,-15,R-skew,6,19,0.5,-26,-,1,0,1
11,0.5,-1,L-skew,6,46,0.25,-15,-,1,0,0
15,1,15,Symm,3,17,0.9,-4,-,1,0,0
16,1,16,Symm,9,169,0.2,-13,Symm,3,0,0
12,1,12,-,1,24,0.6,-1,-,1,0,1
26,1,26,-,1,37,0.9,-7,-,1,0,0
66,0.4,1,-,1,42,0.75,-42,Symm,7,0,1
49,0.25,18,-,1,39,0.2,27,L-skew,5,0,0
20,1,20,-,1,21,0.95,6,L-skew,4,0,0
35,0.75,-13,L-skew,5,62,0.2,15,-,1,0,0
19,0.1,1,L-skew,5,4,0.95,-15,-,1,-1,0
13,0.05,-6,-,1,3,0.25,-6,Symm,5,0,0
49,0.4,2,-,1,23,0.95,-31,-,1,0,0
7,1,7,-,1,6,0.75,-8,-,1,0,0
-2,1,-2,-,1,-3,0.99,-12,-,1,0,1
54,0.2,-1,Symm,9,151,0.1,-1,R-skew,2,0,0
33,0.8,-17,-,1,29,0.4,26,-,1,0,0
-1,1,-1,-,1,23,0.4,-17,L-skew,4,0,0
26,1,26,-,1,37,0.25,31,-,1,0,0
14,1,14,-,1,10,0.8,-3,Symm,5,0,0
-10,1,-10,-,1,-8,0.8,-32,-,1,0,0
12,1,12,-,1,42,0.05,9,L-skew,5,0,0
23,0.01,4,-,1,55,0.25,0,R-skew,6,0,0
50,0.05,12,-,1,17,0.01,14,-,1,0,0
94,0.25,6,-,1,28,0.9,-13,Symm,5,0,1
7,0.1,3,Symm,7,61,0.2,-14,L-skew,2,0,0
23,1,23,-,1,22,0.25,18,R-skew,3,0,0
30,0.9,-27,R-skew,7,63,0.1,9,-,1,0,0
13,1,13,-,1,16,0.9,-7,R-skew,2,0,0
26,0.9,-24,Symm,3,34,0.4,11,-,1,0,0
93,0.2,3,-,1,57,0.1,26,-,1,0,0
37,0.75,1,Symm,7,61,0.1,24,R-skew,2,0,1
3,1,3,-,1,96,0.25,-34,-,1,0,0
20,0.8,6,-,1,35,0.8,-40,-,1,0,0
17,0.99,0,-,1,70,0.5,-30,R-skew,6,0,0
3,1,3,-,1,96,0.25,-25,Symm,9,0,0
59,0.1,-13,Symm,9,39,0.4,-42,Symm,3,0,0
25,0.6,15,-,1,81,0.2,-2,-,1,0,0
31,0.2,24,Symm,5,56,0.4,10,R-skew,2,0,0
21,1,21,-,1,29,0.75,5,Symm,3,0,0
2,1,2,-,1,1,0.9,-8,Symm,3,0,0
20,0.2,10,-,1,34,0.1,9,Symm,5,0,1
1,1,1,-,1,59,0.4,-28,-,1,0,0
29,1,29,-,1,23,0.8,20,-,1,0,0
12,1,12,-,1,38,0.1,5,Symm,5,0,0
9,1,9,-,1,189,0.2,-33,Symm,7,0,0
-2,1,-2,-,1,-3,0.6,-16,-,1,0,0
30,1,30,-,1,76,0.1,28,-,1,0,0
-4,0.8,-9,-,1,1,0.9,-33,-,1,0,0
22,0.2,6,Symm,9,44,0.5,-38,Symm,3,0,0
26,0.25,-19,Symm,5,-7,0.05,-11,-,1,0,0
25,0.99,-37,-,1,67,0.25,15,-,1,1,0
19,1,19,-,1,23,0.8,1,-,1,0,1
27,0.5,-3,Symm,3,76,0.4,-29,Symm,3,0,0
21,0.5,-41,Symm,9,29,0.25,-26,-,1,0,0
4,0.6,-4,-,1,4,0.05,2,-,1,0,0
68,0.4,-35,-,1,44,0.05,10,L-skew,4,0,0
4,1,4,-,1,64,0.01,5,-,1,0,0
40,0.1,11,R-skew,5,103,0.1,3,Symm,5,0,1
13,0.5,-29,-,1,50,0.25,-34,-,1,0,0
9,1,9,-,1,92,0.2,-12,-,1,0,1
88,0.01,1,-,1,43,0.01,-3,-,1,0,0
34,0.5,-4,L-skew,4,7,0.99,5,-,1,0,0
20,0.8,6,Symm,7,23,0.2,16,-,1,0,0
27,1,27,-,1,99,0.4,-13,-,1,0,0
97,0.05,-3,R-skew,3,88,0.1,-13,Symm,5,0,0
36,0.25,-4,Symm,5,26,0.6,-36,-,1,0,0
-7,1,-7,-,1,18,0.25,-29,-,1,0,1
26,1,26,-,1,83,0.4,-9,-,1,0,0
44,0.75,-44,-,1,25,0.8,-20,L-skew,4,0,0
7,1,7,-,1,33,0.01,-1,L-skew,3,0,0
47,0.4,19,L-skew,3,56,0.05,31,-,1,0,0
37,0.6,-23,Symm,9,22,0.6,12,L-skew,4,0,0
53,0.6,-24,L-skew,6,33,0.75,20,Symm,7,0,0
1,1,1,-,1,60,0.4,-33,-,1,0,0
-9,1,-9,-,1,80,0.01,-3,R-skew,6,0,0
30,1,30,-,1,29,0.2,28,Symm,9,0,0
8,1,8,-,1,4,0.8,3,-,1,0,0
71,0.05,-5,Symm,5,-0,0.75,-3,-,1,0,0
-6,1,-6,-,1,93,0.1,-13,Symm,3,0,0
10,1,10,-,1,62,0.5,-37,-,1,0,0
9,1,9,-,1,13,0.75,13,Symm,3,0,0
26,0.5,6,-,1,65,0.2,2,Symm,9,0,0
-4,1,-4,-,1,10,0.8,-31,Symm,9,0,1
54,0.6,-23,-,1,28,0.95,20,Symm,9,0,1
30,1,30,-,1,40,0.8,4,Symm,9,0,0
46,0.1,5,-,1,113,0.1,-10,-,1,0,1
12,1,12,-,1,91,0.05,18,-,1,0,0
15,1,15,R-skew,4,23,0.8,-1,Symm,9,0,0
30,1,30,-,1,41,0.75,-36,L-skew,4,0,0
13,0.01,-2,-,1,19,0.5,-5,-,1,0,0
-6,1,-6,-,1,55,0.4,-43,Symm,3,0,0
-6,0.01,-8,-,1,-12,0.6,-13,-,1,0,0
39,0.75,-25,R-skew,3,70,0.4,-18,-,1,0,0
38,0.4,-9,R-skew,6,47,0.1,-0,R-skew,2,-1,0
17,1,17,-,1,16,0.99,-17,Symm,5,0,1
38,0.5,-48,-,1,45,0.1,-19,-,1,0,0
13,1,13,-,1,18,0.01,14,Symm,3,0,1
11,1,11,-,1,10,0.9,6,Symm,9,0,0
27,0.2,1,-,1,14,0.6,-12,-,1,0,0
65,0.01,14,-,1,166,0.2,-27,Symm,5,0,0
25,1,25,-,1,15,0.4,6,Symm,7,0,0
21,0.6,-24,-,1,9,0.4,-8,-,1,0,0
41,0.4,-2,L-skew,3,68,0.05,14,Symm,5,-1,0
5,1,5,-,1,76,0.4,-45,-,1,0,0
121,0.1,1,R-skew,5,23,0.8,-30,-,1,0,0
-10,1,-10,-,1,7,0.5,-21,-,1,0,0
13,1,13,-,1,60,0.2,-4,Symm,3,0,0
18,0.05,17,-,1,24,0.1,22,R-skew,3,-1,0
-9,1,-9,-,1,-12,0.75,-17,-,1,0,0
29,1,29,-,1,30,0.6,19,-,1,0,0
40,0.4,-12,-,1,61,0.05,8,-,1,0,0
-4,1,-4,-,1,38,0.1,-1,-,1,0,0
13,1,13,-,1,61,0.25,-1,-,1,0,1
77,0.4,-3,-,1,39,0.9,-30,-,1,0,0
10,0.9,3,-,1,77,0.4,-35,Symm,7,0,0
14,1,14,-,1,16,0.1,13,-,1,0,0
20,0.01,-4,-,1,6,0.6,-20,Symm,5,0,0
58,0.4,-2,-,1,75,0.25,-1,-,1,0,0
14,0.9,13,R-skew,6,66,0.2,-7,Symm,7,0,0
10,1,10,-,1,7,0.95,-2,-,1,0,0
-1,1,-1,Symm,5,6,0.4,5,-,1,0,0
-4,1,-4,-,1,42,0.05,-11,-,1,0,0
107,0.2,1,-,1,42,0.5,5,R-skew,2,0,0
27,1,27,-,1,95,0.4,-24,Symm,7,0,0
25,0.95,-13,R-skew,2,43,0.1,19,Symm,5,0,0
35,0.2,25,Symm,7,47,0.4,14,Symm,3,-1,0
12,1,12,-,1,40,0.4,-8,L-skew,3,0,0
-2,0.4,-15,-,1,11,0.25,-13,-,1,-1,0
10,0.99,5,Symm,3,30,0.1,4,Symm,7,1,0
24,0.9,1,-,1,29,0.05,13,-,1,0,0
12,1,12,-,1,9,0.95,-35,Symm,5,0,0
3,0.8,-42,-,1,23,0.4,-16,L-skew,5,0,0
6,1,6,-,1,7,0.5,-7,-,1,0,0
5,1,5,-,1,49,0.25,-10,-,1,0,1
4,0.9,-3,-,1,-0,0.8,-6,-,1,0,0
87,0.4,-35,Symm,7,15,0.95,-24,Symm,5,-1,0
7,1,7,-,1,33,0.1,4,Symm,5,0,0
47,0.4,-23,-,1,5,0.05,-1,Symm,3,0,0
28,0.05,21,R-skew,7,45,0.2,6,-,1,0,0
25,0.6,18,Symm,7,69,0.01,24,-,1,0,0
-1,0.9,-5,-,1,0,0.75,-17,Symm,3,0,0
27,0.5,-15,L-skew,3,71,0.4,-39,-,1,0,0
-6,1,-6,-,1,11,0.75,-2,R-skew,2,0,0
20,0.5,12,-,1,36,0.75,-9,R-skew,7,1,0
47,0.01,30,-,1,30,0.8,8,Symm,3,0,0
58,0.6,-14,Symm,3,44,0.25,29,Symm,3,0,0
50,0.6,-35,-,1,33,0.6,-9,L-skew,5,0,0
20,0.99,3,Symm,3,23,0.95,1,-,1,0,0
14,1,14,-,1,46,0.4,-21,Symm,5,0,0
15,1,15,-,1,33,0.5,-13,-,1,0,0
4,1,4,-,1,44,0.1,4,-,1,0,1
9,1,9,-,1,12,0.95,1,-,1,0,1
31,0.2,-5,-,1,9,0.05,1,-,1,0,1
18,0.9,6,R-skew,4,25,0.75,-24,Symm,3,1,0
6,0.99,-29,-,1,73,0.05,-3,R-skew,5,0,0
27,1,27,-,1,35,0.9,7,-,1,0,0
45,0.5,9,Symm,9,37,0.75,-4,-,1,-1,0
9,0.5,-1,-,1,21,0.25,14,R-skew,6,0,0
10,0.01,9,-,1,9,1,9,R-skew,2,0,1
7,0.5,-5,Symm,9,49,0.4,-34,L-skew,3,0,1
115,0.1,4,Symm,3,14,0.99,-7,-,1,1,0
5,1,5,-,1,36,0.1,2,Symm,7,0,0
-7,0.4,-12,-,1,10,0.4,-35,-,1,0,0
0,1,0,-,1,13,0.6,-12,Symm,7,0,0
15,1,15,-,1,35,0.75,-21,-,1,0,0
90,0.25,10,-,1,67,0.6,-13,-,1,0,0
-7,0.6,-12,R-skew,5,39,0.25,-18,-,1,1,0
12,1,12,-,1,12,1,12,R-skew,5,0,0
-2,1,-2,-,1,40,0.4,-25,-,1,0,1
29,0.2,-11,-,1,-3,0.8,-8,-,1,0,0
27,1,27,-,1,44,0.25,23,-,1,0,0
12,1,12,-,1,13,0.5,12,-,1,0,1
13,1,13,-,1,157,0.1,-4,Symm,7,0,0
8,0.8,2,-,1,18,0.6,-3,-,1,0,1
17,1,17,-,1,8,0.95,-5,-,1,0,1
24,1,24,-,1,71,0.4,6,L-skew,4,0,0
28,1,28,-,1,128,0.1,24,-,1,0,0
36,0.4,-16,-,1,4,0.95,-23,-,1,0,0
25,0.05,-10,-,1,-12,0.75,-42,L-skew,4,0,1
30,1,30,-,1,211,0.2,-23,-,1,0,0
224,0.1,4,Symm,9,60,0.5,3,-,1,0,0
20,0.9,13,-,1,55,0.1,10,Symm,9,0,0
27,0.9,7,-,1,32,0.95,-1,Symm,5,0,1
25,0.5,-13,-,1,8,0.95,-13,-,1,1,0
45,0.6,-22,-,1,20,0.5,-0,R-skew,2,0,0
28,1,28,-,1,97,0.4,-12,Symm,9,0,1
92,0.05,20,-,1,37,0.1,17,Symm,9,1,0
58,0.1,24,Symm,9,29,0.9,-47,-,1,0,0
24,1,24,-,1,33,0.1,30,-,1,0,1
15,1,15,L-skew,2,68,0.01,10,Symm,3,0,0
-7,1,-7,-,1,0,0.9,-40,-,1,0,1
18,0.8,-23,-,1,18,0.9,-14,-,1,0,1
11,1,11,-,1,20,0.5,7,R-skew,3,0,0
28,0.6,-50,R-skew,2,-6,0.9,-14,-,1,0,0
127,0.2,-13,-,1,107,0.2,-3,-,1,-1,0
93,0.1,15,-,1,57,0.4,-12,R-skew,2,0,0
20,1,20,-,1,23,0.75,11,-,1,0,0
24,0.25,5,L-skew,6,108,0.25,-25,L-skew,6,0,1
17,0.2,6,Symm,3,22,0.6,-19,-,1,0,0
10,1,10,-,1,92,0.01,7,-,1,0,0
11,0.6,1,-,1,91,0.1,0,-,1,0,0
5,1,5,-,1,28,0.01,6,Symm,7,0,0
26,1,26,-,1,74,0.01,29,-,1,0,1
35,0.25,-13,L-skew,6,29,0.25,5,Symm,3,0,1
30,0.5,-16,Symm,9,21,0.75,-33,-,1,0,0
3,1,3,-,1,59,0.4,-30,L-skew,2,0,0
39,0.5,1,-,1,29,0.25,22,Symm,9,0,1
29,0.8,10,Symm,3,42,0.05,29,-,1,-1,1
37,0.5,9,-,1,34,0.8,-32,-,1,0,0
15,0.1,-9,Symm,5,33,0.01,-6,-,1,0,0
51,0.05,18,R-skew,4,20,1,20,-,1,0,0
-1,1,-1,-,1,-7,0.01,-11,-,1,0,0
11,1,11,-,1,9,0.9,-30,-,1,0,0
27,0.5,-23,-,1,69,0.4,-32,Symm,9,1,1
1,0.9,-9,-,1,4,0.75,-18,L-skew,3,0,0
1,1,1,-,1,157,0.2,-27,L-skew,2,0,0
-7,1,-7,-,1,-0,0.75,-10,-,1,0,0
16,1,16,-,1,26,0.6,-18,-,1,0,0
31,0.25,26,-,1,34,0.25,17,-,1,1,0
109,0.01,8,-,1,29,0.2,15,Symm,7,0,0
187,0.1,7,-,1,56,0.4,-3,-,1,0,1
20,1,20,-,1,53,0.1,17,L-skew,4,0,0
0,0.6,-5,L-skew,3,24,0.6,-24,-,1,0,0
13,0.8,8,Symm,3,37,0.05,18,-,1,0,1
-10,1,-10,-,1,44,0.2,-20,-,1,0,0
87,0.4,-11,-,1,47,0.8,-21,Symm,7,0,0
17,0.25,14,R-skew,7,9,0.5,4,Symm,5,0,0
26,0.99,21,R-skew,2,45,0.5,16,R-skew,5,0,0
17,0.25,12,Symm,3,14,0.75,0,Symm,3,1,0
17,1,17,R-skew,3,60,0.4,-12,L-skew,6,0,1
12,1,12,-,1,25,0.25,8,R-skew,3,0,0
43,0.4,-15,-,1,21,0.4,1,-,1,0,0
27,0.4,24,-,1,29,0.99,17,Symm,7,1,0
27,0.1,13,-,1,83,0.4,-27,R-skew,4,0,0
206,0.01,6,-,1,66,0.05,3,Symm,9,1,0
64,0.2,-11,Symm,5,15,0.1,-1,-,1,1,1
-3,1,-3,-,1,-2,0.99,-4,L-skew,4,0,0
169,0.1,-1,-,1,15,0.99,7,Symm,5,0,1
39,0.05,19,-,1,104,0.4,-43,Symm,7,0,1
-9,1,-9,-,1,55,0.25,-33,-,1,0,0
20,0.05,9,R-skew,4,13,0.99,-31,R-skew,4,-1,0
23,0.75,-1,-,1,135,0.2,-1,L-skew,2,0,0
25,1,25,-,1,44,0.1,20,-,1,0,1
26,1,26,-,1,30,0.75,19,-,1,0,0
10,1,10,-,1,14,0.95,9,-,1,0,0
91,0.2,6,-,1,40,0.75,-19,L-skew,3,0,1
29,1,29,-,1,36,0.9,-23,R-skew,2,0,1
-2,1,-2,-,1,32,0.5,-37,L-skew,5,0,0
6,1,6,-,1,95,0.2,-13,-,1,0,1
-7,1,-7,-,1,1,0.05,-7,-,1,0,1
86,0.25,3,-,1,20,0.75,-7,-,1,1,0
20,0.1,0,L-skew,2,79,0.25,-9,Symm,3,0,0
3,0.4,-7,Symm,9,-5,0.5,-14,R-skew,8,0,0
27,0.75,4,-,1,92,0.2,12,Symm,9,0,0
11,0.8,-4,-,1,20,0.01,13,Symm,3,0,0
16,0.75,-32,-,1,42,0.25,-2,Symm,9,0,0
-0,0.6,-8,-,1,-3,0.99,-14,L-skew,4,0,0
-3,1,-3,-,1,-8,0.9,-35,R-skew,4,0,0
46,0.01,21,-,1,139,0.25,-28,Symm,9,0,0
6,1,6,-,1,47,0.2,-1,-,1,0,0
25,0.8,-3,-,1,19,1,19,Symm,5,0,0
15,1,15,L-skew,3,32,0.01,16,R-skew,7,0,0
-2,0.95,-5,-,1,83,0.25,-33,Symm,3,0,0
16,0.9,-1,-,1,17,0.5,16,-,1,0,0
17,0.01,-5,-,1,-3,0.2,-9,-,1,0,0
12,0.6,-23,Symm,3,2,0.75,-45,Symm,3,-1,0
11,1,11,-,1,28,0.75,-20,-,1,0,1
21,1,21,-,1,36,0.1,19,R-skew,7,0,0
-9,0.95,-11,-,1,8,0.75,-4,L-skew,6,0,0
-1,1,-1,-,1,4,0.75,-20,Symm,3,0,0
8,1,8,-,1,39,0.6,-33,-,1,0,0
24,1,24,-,1,63,0.6,-20,-,1,0,1
6,1,6,-,1,27,0.25,-7,-,1,0,0
55,0.4,-37,-,1,72,0.2,-2,-,1,0,0
17,0.5,-3,-,1,24,0.6,0,R-skew,3,0,0
17,0.5,7,-,1,41,0.25,2,-,1,0,1
32,0.9,3,-,1,30,0.5,17,R-skew,2,0,0
20,0.1,10,-,1,41,0.01,11,-,1,0,0
15,1,15,-,1,36,0.8,-15,Symm,7,0,0
16,0.05,13,-,1,13,1,13,L-skew,2,0,0
68,0.25,0,-,1,44,0.05,7,R-skew,4,0,0
13,0.1,2,R-skew,3,18,0.6,-21,Symm,3,0,1
-8,1,-8,-,1,121,0.2,-38,-,1,0,0
34,0.2,29,-,1,120,0.25,2,R-skew,6,0,0
63,0.25,-4,-,1,13,1,13,Symm,3,0,1
35,0.01,-5,-,1,-8,0.95,-12,Symm,3,0,0
-10,1,-10,-,1,19,0.2,-16,Symm,7,0,1
28,1,28,-,1,73,0.1,26,-,1,0,0
-4,1,-4,-,1,58,0.1,-8,Symm,3,0,0
36,0.4,-34,R-skew,6,-4,0.05,-5,R-skew,3,0,1
104,0.25,0,-,1,60,0.5,4,L-skew,2,0,1
20,1,20,-,1,35,0.2,17,L-skew,6,0,1
18,1,18,-,1,16,0.9,12,-,1,0,0
62,0.1,12,Symm,9,53,0.05,18,-,1,0,1
-6,1,-6,-,1,26,0.4,-36,Symm,3,0,0
2,0.6,-0,Symm,7,7,0.75,-32,-,1,0,0
46,0.01,-3,Symm,9,76,0.2,-15,-,1,0,0
11,1,11,-,1,1,0.9,-11,-,1,0,1
57,0.25,17,-,1,36,0.1,32,-,1,0,0
1,1,1,-,1,62,0.4,-43,L-skew,4,0,0
23,1,23,-,1,66,0.4,-3,L-skew,6,0,0
19,1,19,-,1,19,0.4,15,Symm,7,0,1
153,0.05,13,-,1,63,0.5,-16,Symm,5,0,1
31,0.75,-1,-,1,28,0.75,26,-,1,0,0
18,1,18,-,1,7,0.99,-15,-,1,0,0
-4,0.9,-27,Symm,3,31,0.05,-2,-,1,0,0
-1,1,-1,-,1,1,0.5,-7,Symm,3,0,1
48,0.5,-28,-,1,31,0.6,-12,-,1,0,1
35,0.6,-0,-,1,26,0.05,24,R-skew,4,0,1
32,0.1,9,-,1,19,0.99,16,-,1,1,1
-3,1,-3,-,1,12,0.25,-9,L-skew,6,0,1
56,0.4,-2,-,1,26,0.99,-13,Symm,7,0,0
57,0.6,-20,Symm,5,44,0.2,11,Symm,5,0,0
23,1,23,-,1,39,0.25,29,-,1,0,0
24,0.6,-33,R-skew,2,4,0.2,1,-,1,0,0
96,0.2,-34,-,1,44,0.2,-21,R-skew,3,0,0
-10,1,-10,-,1,-12,0.05,-13,-,1,0,1
27,1,27,-,1,101,0.1,18,-,1,0,1
-5,1,-5,-,1,-11,0.95,-16,R-skew,8,0,0
0,1,0,-,1,40,0.5,-29,Symm,7,0,0
13,0.8,-12,-,1,7,0.8,-49,Symm,5,0,0
48,0.4,6,-,1,21,0.75,4,L-skew,5,0,0
56,0.4,-31,-,1,-5,0.1,-7,R-skew,4,0,1
27,1,27,-,1,130,0.05,26,Symm,7,0,0
19,1,19,L-skew,2,21,0.6,12,R-skew,7,0,0
-2,0.8,-13,L-skew,2,-8,0.6,-10,-,1,-1,0
24,0.8,8,-,1,85,0.01,25,-,1,-1,0
148,0.2,-2,-,1,23,0.95,-3,-,1,0,0
27,1,27,-,1,28,0.99,27,-,1,0,0
37,0.25,-3,Symm,9,18,0.2,12,Symm,3,1,1
15,0.1,-11,Symm,9,12,0.05,-8,L-skew,5,0,1
12,1,12,-,1,28,0.6,-4,-,1,0,0
50,0.01,-7,-,1,3,0.4,-17,Symm,5,0,1
31,0.4,9,-,1,20,0.9,12,Symm,9,0,0
19,0.75,-20,Symm,3,12,0.75,11,-,1,0,0
70,0.05,21,-,1,63,0.5,-28,L-skew,2,-1,0
0,0.25,0,Symm,7,-6,0.95,-11,R-skew,6,0,0
101,0.25,-10,-,1,47,0.2,0,-,1,0,1
43,0.05,-2,Symm,9,5,0.75,-4,-,1,-1,1
28,0.4,-15,-,1,5,0.4,3,Symm,9,0,0
35,0.5,-39,L-skew,4,1,0.1,-5,Symm,5,0,0
3,1,3,-,1,7,0.6,-11,-,1,0,0
26,0.05,18,-,1,34,0.05,11,-,1,0,0
19,0.4,-18,-,1,79,0.25,-26,Symm,9,0,0
-2,1,-2,-,1,44,0.25,-17,L-skew,3,0,0
-10,1,-10,-,1,-10,0.99,-35,-,1,0,0
54,0.5,-24,Symm,3,15,1,15,L-skew,6,0,1
36,0.6,-21,-,1,18,0.5,7,-,1,0,0
-10,1,-10,R-skew,3,15,0.4,-34,-,1,0,1
12,1,12,-,1,248,0.01,8,Symm,5,0,0
24,0.05,6,-,1,48,0.4,-32,Symm,5,0,0
69,0.4,-46,L-skew,6,-1,0.6,-24,-,1,0,0
35,0.75,-28,-,1,126,0.25,-17,R-skew,3,0,0
-1,0.99,-10,Symm,5,10,0.05,-6,Symm,7,0,0
10,1,10,-,1,25,0.95,15,-,1,0,0
60,0.25,-4,-,1,16,0.6,12,-,1,0,0
52,0.2,16,L-skew,4,92,0.4,-38,Symm,9,0,0
25,1,25,-,1,19,0.8,11,L-skew,3,0,1
32,0.9,-48,-,1,155,0.2,-16,-,1,1,0
4,1,4,-,1,43,0.2,-2,R-skew,2,0,0
-9,1,-9,-,1,-17,0.99,-32,Symm,7,0,0
6,1,6,-,1,30,0.2,-7,-,1,0,0
14,1,14,-,1,32,0.05,22,-,1,0,1
1,0.75,-43,-,1,63,0.25,-25,Symm,5,0,0
49,0.25,6,-,1,41,0.5,-8,Symm,5,0,0
-2,0.9,-36,Symm,3,-4,0.75,-6,Symm,9,0,0
192,0.1,-28,R-skew,5,87,0.1,-17,-,1,0,1
-7,1,-7,-,1,217,0.1,-26,-,1,0,0
174,0.2,-26,-,1,91,0.1,10,Symm,5,0,1
18,0.5,18,-,1,28,0.8,-5,-,1,0,0
18,0.5,-38,-,1,23,0.4,-35,L-skew,3,-1,0
18,0.05,6,-,1,19,0.01,2,-,1,1,0
13,0.25,-8,-,1,19,0.1,-15,-,1,-1,0
-10,1,-10,-,1,-6,0.6,-8,L-skew,4,0,0
-4,1,-4,-,1,6,0.5,-2,-,1,0,0
-4,1,-4,-,1,-5,0.2,-9,R-skew,4,0,0
92,0.1,-5,-,1,10,0.95,1,R-skew,6,0,0
